event_id,learner_id,course_id,activity_date,days_since_enrollment,returned_flag
R003779,L03305,C007,2025-06-08,14,1
R003780,L03305,C007,2025-06-24,30,0
R003781,L01897,C002,2025-11-03,1,1
R003782,L01897,C002,2025-11-09,7,1
R003783,L01897,C002,2025-11-16,14,1
R003784,L01897,C002,2025-12-02,30,1
R003785,L03821,C004,2025-12-07,1,0
R003786,L03821,C004,2025-12-13,7,0
R003787,L03821,C004,2025-12-20,14,0
R003788,L03821,C004,2026-01-05,30,0
R003789,L03992,C004,2024-12-30,1,0
R003790,L03992,C004,2025-01-05,7,1
R003791,L03992,C004,2025-01-12,14,1
R003792,L03992,C004,2025-01-28,30,1
R003793,L01019,C005,2024-08-11,1,1
R003794,L01019,C005,2024-08-17,7,1
R003795,L01019,C005,2024-08-24,14,1
R003796,L01019,C005,2024-09-09,30,1
R003797,L02551,C003,2024-11-27,1,1
R003798,L02551,C003,2024-12-03,7,1
R003799,L02551,C003,2024-12-10,14,1
R003800,L02551,C003,2024-12-26,30,1
R003801,L02525,C007,2024-11-26,1,1
R003802,L02525,C007,2024-12-02,7,1
R003803,L02525,C007,2024-12-09,14,1
R003804,L02525,C007,2024-12-25,30,1
R003805,L03600,C009,2024-07-23,1,1
R003806,L03600,C009,2024-07-29,7,1
R003807,L03600,C009,2024-08-05,14,1
R003808,L03600,C009,2024-08-21,30,1
R003809,L00663,C008,2024-01-30,1,0
R003810,L00663,C008,2024-02-05,7,0
R003811,L00663,C008,2024-02-12,14,0
R003812,L00663,C008,2024-02-28,30,0
R003813,L01127,C002,2024-10-12,1,1
R003814,L01127,C002,2024-10-18,7,1
R003815,L01127,C002,2024-10-25,14,1
R003816,L01127,C002,2024-11-10,30,1
R003817,L03564,C005,2025-10-14,1,0
R003818,L03564,C005,2025-10-20,7,0
R003819,L03564,C005,2025-10-27,14,0
R003820,L03564,C005,2025-11-12,30,0
R003821,L00402,C008,2025-09-08,1,1
R003822,L00402,C008,2025-09-14,7,1
R003823,L00402,C008,2025-09-21,14,1
R003824,L00402,C008,2025-10-07,30,0
R003825,L03420,C003,2025-09-28,1,0
R003826,L03420,C003,2025-10-04,7,0
R003827,L03420,C003,2025-10-11,14,0
R003828,L03420,C003,2025-10-27,30,0
R003829,L00252,C001,2024-08-31,1,1
R003830,L00252,C001,2024-09-06,7,1
R003831,L00252,C001,2024-09-13,14,1
R003832,L00252,C001,2024-09-29,30,1
R003833,L01808,C008,2024-09-20,1,0
R003834,L01808,C008,2024-09-26,7,0
R003835,L01808,C008,2024-10-03,14,0
R003836,L01808,C008,2024-10-19,30,0
R003837,L03927,C006,2025-05-11,1,0
R003838,L03927,C006,2025-05-17,7,0
R003839,L03927,C006,2025-05-24,14,0
R003840,L03927,C006,2025-06-09,30,0
R003841,L01760,C003,2025-12-30,1,0
R003842,L01760,C003,2026-01-05,7,1
R003843,L01760,C003,2026-01-12,14,1
R003844,L01760,C003,2026-01-28,30,0
R003845,L00940,C008,2026-01-01,1,1
R003846,L00940,C008,2026-01-07,7,1
R003847,L00940,C008,2026-01-14,14,1
R003848,L00940,C008,2026-01-30,30,0
R003849,L03362,C004,2024-12-19,1,0
R003850,L03362,C004,2024-12-25,7,0
R003851,L03362,C004,2025-01-01,14,0
R003852,L03362,C004,2025-01-17,30,0
R003853,L03703,C004,2024-02-16,1,0
R003854,L03703,C004,2024-02-22,7,0
R003855,L03703,C004,2024-02-29,14,0
R003856,L03703,C004,2024-03-16,30,0
R003857,L04192,C004,2024-03-05,1,0
R003858,L04192,C004,2024-03-11,7,0
R003859,L04192,C004,2024-03-18,14,0
R003860,L04192,C004,2024-04-03,30,0
R003861,L00678,C005,2025-03-03,1,1
R003862,L00678,C005,2025-03-09,7,1
R003863,L00678,C005,2025-03-16,14,1
R003864,L00678,C005,2025-04-01,30,1
R003865,L00582,C006,2024-05-08,1,0
R003866,L00582,C006,2024-05-14,7,0
R003867,L00582,C006,2024-05-21,14,0
R003868,L00582,C006,2024-06-06,30,0
R003869,L02554,C002,2024-08-07,1,1
R003870,L02554,C002,2024-08-13,7,1
R003871,L02554,C002,2024-08-20,14,1
R003872,L02554,C002,2024-09-05,30,1
R003873,L01757,C009,2024-02-22,1,0
R003874,L01757,C009,2024-02-28,7,1
R003875,L01757,C009,2024-03-06,14,0
R003876,L01757,C009,2024-03-22,30,0
R003877,L04051,C004,2025-04-02,1,1
R003878,L04051,C004,2025-04-08,7,1
R003879,L04051,C004,2025-04-15,14,1
R003880,L04051,C004,2025-05-01,30,1
R003881,L02437,C005,2024-08-01,1,0
R003882,L02437,C005,2024-08-07,7,0
R003883,L02437,C005,2024-08-14,14,0
R003884,L02437,C005,2024-08-30,30,0
R003885,L03370,C008,2024-03-21,1,0
R003886,L03370,C008,2024-03-27,7,0
R003887,L03370,C008,2024-04-03,14,0
R003888,L03370,C008,2024-04-19,30,0
R003889,L01409,C005,2024-10-20,1,1
R003890,L01409,C005,2024-10-26,7,1
R003891,L01409,C005,2024-11-02,14,1
R003892,L01409,C005,2024-11-18,30,1
R003893,L04103,C005,2025-01-28,1,1
R003894,L04103,C005,2025-02-03,7,1
R003895,L04103,C005,2025-02-10,14,1
R003896,L04103,C005,2025-02-26,30,1
R003897,L02929,C006,2025-02-04,1,0
R003898,L02929,C006,2025-02-10,7,0
R003899,L02929,C006,2025-02-17,14,0
R003900,L02929,C006,2025-03-05,30,0
R003901,L01680,C007,2024-05-04,1,0
R003902,L01680,C007,2024-05-10,7,1
R003903,L01680,C007,2024-05-17,14,1
R003904,L01680,C007,2024-06-02,30,1
R003905,L01068,C007,2025-11-10,1,0
R003906,L01068,C007,2025-11-16,7,0
R003907,L01068,C007,2025-11-23,14,0
R003908,L01068,C007,2025-12-09,30,0
R003909,L03224,C006,2025-12-26,1,0
R003910,L03224,C006,2026-01-01,7,0
R003911,L03224,C006,2026-01-08,14,0
R003912,L03224,C006,2026-01-24,30,0
R003913,L02609,C004,2025-11-23,1,1
R003914,L02609,C004,2025-11-29,7,1
R003915,L02609,C004,2025-12-06,14,1
R003916,L02609,C004,2025-12-22,30,1
R003917,L01049,C010,2025-05-26,1,1
R003918,L01049,C010,2025-06-01,7,1
R003919,L01049,C010,2025-06-08,14,1
R003920,L01049,C010,2025-06-24,30,1
R003921,L01605,C007,2024-10-04,1,0
R003922,L01605,C007,2024-10-10,7,0
R003923,L01605,C007,2024-10-17,14,0
R003924,L01605,C007,2024-11-02,30,0
R003925,L01974,C001,2025-07-22,1,1
R003926,L01974,C001,2025-07-28,7,1
R003927,L01974,C001,2025-08-04,14,1
R003928,L01974,C001,2025-08-20,30,1
R003929,L01374,C006,2025-04-03,1,0
R003930,L01374,C006,2025-04-09,7,0
R003931,L01374,C006,2025-04-16,14,0
R003932,L01374,C006,2025-05-02,30,0
R003933,L01419,C001,2025-03-29,1,1
R003934,L01419,C001,2025-04-04,7,1
R003935,L01419,C001,2025-04-11,14,0
R003936,L01419,C001,2025-04-27,30,1
R003937,L03528,C008,2024-04-17,1,1
R003938,L03528,C008,2024-04-23,7,1
R003939,L03528,C008,2024-04-30,14,1
R003940,L03528,C008,2024-05-16,30,0
R003941,L00279,C004,2024-10-12,1,0
R003942,L00279,C004,2024-10-18,7,0
R003943,L00279,C004,2024-10-25,14,0
R003944,L00279,C004,2024-11-10,30,0
R003945,L00319,C003,2025-08-30,1,0
R003946,L00319,C003,2025-09-05,7,0
R003947,L00319,C003,2025-09-12,14,0
R003948,L00319,C003,2025-09-28,30,0
R003949,L02317,C006,2025-12-15,1,0
R003950,L02317,C006,2025-12-21,7,0
R003951,L02317,C006,2025-12-28,14,0
R003952,L02317,C006,2026-01-13,30,0
R003953,L02926,C006,2025-04-25,1,0
R003954,L02926,C006,2025-05-01,7,0
R003955,L02926,C006,2025-05-08,14,0
R003956,L02926,C006,2025-05-24,30,0
R003957,L03242,C009,2024-11-09,1,0
R003958,L03242,C009,2024-11-15,7,0
R003959,L03242,C009,2024-11-22,14,0
R003960,L03242,C009,2024-12-08,30,0
R003961,L02239,C005,2024-10-20,1,1
R003962,L02239,C005,2024-10-26,7,1
R003963,L02239,C005,2024-11-02,14,0
R003964,L02239,C005,2024-11-18,30,1
R003965,L02290,C006,2024-08-19,1,1
R003966,L02290,C006,2024-08-25,7,1
R003967,L02290,C006,2024-09-01,14,0
R003968,L02290,C006,2024-09-17,30,1
R003969,L01221,C004,2025-12-04,1,0
R003970,L01221,C004,2025-12-10,7,1
R003971,L01221,C004,2025-12-17,14,1
R003972,L01221,C004,2026-01-02,30,0
R003973,L00268,C010,2024-08-12,1,1
R003974,L00268,C010,2024-08-18,7,0
R003975,L00268,C010,2024-08-25,14,1
R003976,L00268,C010,2024-09-10,30,0
R003977,L04063,C005,2025-04-16,1,0
R003978,L04063,C005,2025-04-22,7,0
R003979,L04063,C005,2025-04-29,14,0
R003980,L04063,C005,2025-05-15,30,0
R003981,L01047,C002,2024-11-27,1,1
R003982,L01047,C002,2024-12-03,7,1
R003983,L01047,C002,2024-12-10,14,1
R003984,L01047,C002,2024-12-26,30,1
R003985,L00835,C006,2024-11-09,1,0
R003986,L00835,C006,2024-11-15,7,1
R003987,L00835,C006,2024-11-22,14,0
R003988,L00835,C006,2024-12-08,30,0
R003989,L00289,C001,2025-08-27,1,1
R003990,L00289,C001,2025-09-02,7,0
R003991,L00289,C001,2025-09-09,14,1
R003992,L00289,C001,2025-09-25,30,1
R003993,L00621,C008,2024-11-25,1,1
R003994,L00621,C008,2024-12-01,7,0
R003995,L00621,C008,2024-12-08,14,1
R003996,L00621,C008,2024-12-24,30,1
R003997,L00504,C007,2025-01-15,1,1
R003998,L00504,C007,2025-01-21,7,1
R003999,L00504,C007,2025-01-28,14,0
R004000,L00504,C007,2025-02-13,30,0
R004001,L01955,C001,2025-07-19,1,1
R004002,L01955,C001,2025-07-25,7,1
R004003,L01955,C001,2025-08-01,14,1
R004004,L01955,C001,2025-08-17,30,1
R004005,L00085,C005,2025-12-25,1,1
R004006,L00085,C005,2025-12-31,7,0
R004007,L00085,C005,2026-01-07,14,1
R004008,L00085,C005,2026-01-23,30,1
R004009,L02758,C006,2025-01-12,1,0
R004010,L02758,C006,2025-01-18,7,0
R004011,L02758,C006,2025-01-25,14,0
R004012,L02758,C006,2025-02-10,30,0
R004013,L00113,C003,2025-02-20,1,0
R004014,L00113,C003,2025-02-26,7,0
R004015,L00113,C003,2025-03-05,14,0
R004016,L00113,C003,2025-03-21,30,0
R004017,L00060,C004,2025-12-02,1,0
R004018,L00060,C004,2025-12-08,7,0
R004019,L00060,C004,2025-12-15,14,0
R004020,L00060,C004,2025-12-31,30,0
R004021,L01250,C007,2025-06-03,1,0
R004022,L01250,C007,2025-06-09,7,0
R004023,L01250,C007,2025-06-16,14,0
R004024,L01250,C007,2025-07-02,30,0
R004025,L03562,C009,2025-04-16,1,0
R004026,L03562,C009,2025-04-22,7,0
R004027,L03562,C009,2025-04-29,14,0
R004028,L03562,C009,2025-05-15,30,0
R004029,L00057,C004,2024-09-24,1,0
R004030,L00057,C004,2024-09-30,7,0
R004031,L00057,C004,2024-10-07,14,0
R004032,L00057,C004,2024-10-23,30,0
R004033,L01996,C007,2025-03-28,1,0
R004034,L01996,C007,2025-04-03,7,1
R004035,L01996,C007,2025-04-10,14,1
R004036,L01996,C007,2025-04-26,30,1
R004037,L00979,C009,2025-11-22,1,1
R004038,L00979,C009,2025-11-28,7,1
R004039,L00979,C009,2025-12-05,14,0
R004040,L00979,C009,2025-12-21,30,0
R004041,L03324,C002,2024-07-16,1,0
R004042,L03324,C002,2024-07-22,7,0
R004043,L03324,C002,2024-07-29,14,0
R004044,L03324,C002,2024-08-14,30,0
R004045,L02931,C006,2024-11-18,1,0
R004046,L02931,C006,2024-11-24,7,1
R004047,L02931,C006,2024-12-01,14,0
R004048,L02931,C006,2024-12-17,30,1
R004049,L01674,C006,2024-11-09,1,0
R004050,L01674,C006,2024-11-15,7,0
R004051,L01674,C006,2024-11-22,14,0
R004052,L01674,C006,2024-12-08,30,0
R004053,L00421,C003,2025-03-14,1,0
R004054,L00421,C003,2025-03-20,7,0
R004055,L00421,C003,2025-03-27,14,0
R004056,L00421,C003,2025-04-12,30,0
R004057,L01010,C004,2025-08-14,1,0
R004058,L01010,C004,2025-08-20,7,1
R004059,L01010,C004,2025-08-27,14,1
R004060,L01010,C004,2025-09-12,30,1
R004061,L03925,C004,2024-09-13,1,1
R004062,L03925,C004,2024-09-19,7,1
R004063,L03925,C004,2024-09-26,14,1
R004064,L03925,C004,2024-10-12,30,1
R004065,L01172,C007,2024-04-08,1,0
R004066,L01172,C007,2024-04-14,7,0
R004067,L01172,C007,2024-04-21,14,0
R004068,L01172,C007,2024-05-07,30,0
R004069,L02986,C010,2024-12-28,1,0
R004070,L02986,C010,2025-01-03,7,0
R004071,L02986,C010,2025-01-10,14,0
R004072,L02986,C010,2025-01-26,30,0
R004073,L01220,C001,2024-05-06,1,0
R004074,L01220,C001,2024-05-12,7,0
R004075,L01220,C001,2024-05-19,14,0
R004076,L01220,C001,2024-06-04,30,0
R004077,L00540,C009,2024-11-20,1,0
R004078,L00540,C009,2024-11-26,7,1
R004079,L00540,C009,2024-12-03,14,0
R004080,L00540,C009,2024-12-19,30,0
R004081,L02494,C004,2025-12-28,1,0
R004082,L02494,C004,2026-01-03,7,0
R004083,L02494,C004,2026-01-10,14,0
R004084,L02494,C004,2026-01-26,30,0
R004085,L03736,C010,2025-02-19,1,1
R004086,L03736,C010,2025-02-25,7,0
R004087,L03736,C010,2025-03-04,14,1
R004088,L03736,C010,2025-03-20,30,0
R004089,L00817,C003,2025-06-07,1,0
R004090,L00817,C003,2025-06-13,7,0
R004091,L00817,C003,2025-06-20,14,0
R004092,L00817,C003,2025-07-06,30,0
R004093,L02250,C006,2024-11-26,1,0
R004094,L02250,C006,2024-12-02,7,0
R004095,L02250,C006,2024-12-09,14,0
R004096,L02250,C006,2024-12-25,30,0
R004097,L00454,C007,2025-03-01,1,0
R004098,L00454,C007,2025-03-07,7,0
R004099,L00454,C007,2025-03-14,14,0
R004100,L00454,C007,2025-03-30,30,0
R004101,L03159,C010,2024-06-07,1,1
R004102,L03159,C010,2024-06-13,7,1
R004103,L03159,C010,2024-06-20,14,1
R004104,L03159,C010,2024-07-06,30,1
R004105,L03598,C009,2024-04-27,1,0
R004106,L03598,C009,2024-05-03,7,0
R004107,L03598,C009,2024-05-10,14,0
R004108,L03598,C009,2024-05-26,30,0
R004109,L03630,C001,2024-03-08,1,1
R004110,L03630,C001,2024-03-14,7,1
R004111,L03630,C001,2024-03-21,14,1
R004112,L03630,C001,2024-04-06,30,1
R004113,L02764,C004,2025-12-18,1,1
R004114,L02764,C004,2025-12-24,7,1
R004115,L02764,C004,2025-12-31,14,1
R004116,L02764,C004,2026-01-16,30,0
R004117,L03817,C006,2025-05-04,1,0
R004118,L03817,C006,2025-05-10,7,0
R004119,L03817,C006,2025-05-17,14,0
R004120,L03817,C006,2025-06-02,30,0
R004121,L04124,C008,2025-12-29,1,1
R004122,L04124,C008,2026-01-04,7,1
R004123,L04124,C008,2026-01-11,14,0
R004124,L04124,C008,2026-01-27,30,0
R004125,L01595,C006,2025-12-23,1,1
R004126,L01595,C006,2025-12-29,7,1
R004127,L01595,C006,2026-01-05,14,1
R004128,L01595,C006,2026-01-21,30,0
R004129,L00931,C004,2024-09-28,1,0
R004130,L00931,C004,2024-10-04,7,0
R004131,L00931,C004,2024-10-11,14,0
R004132,L00931,C004,2024-10-27,30,0
R004133,L02911,C009,2024-12-30,1,0
R004134,L02911,C009,2025-01-05,7,0
R004135,L02911,C009,2025-01-12,14,0
R004136,L02911,C009,2025-01-28,30,0
R004137,L03153,C006,2024-02-26,1,1
R004138,L03153,C006,2024-03-03,7,1
R004139,L03153,C006,2024-03-10,14,1
R004140,L03153,C006,2024-03-26,30,0
R004141,L01710,C010,2025-12-31,1,1
R004142,L01710,C010,2026-01-06,7,1
R004143,L01710,C010,2026-01-13,14,1
R004144,L01710,C010,2026-01-29,30,0
R004145,L01696,C010,2025-11-26,1,1
R004146,L01696,C010,2025-12-02,7,1
R004147,L01696,C010,2025-12-09,14,1
R004148,L01696,C010,2025-12-25,30,1
R004149,L01710,C007,2025-12-25,1,0
R004150,L01710,C007,2025-12-31,7,0
R004151,L01710,C007,2026-01-07,14,0
R004152,L01710,C007,2026-01-23,30,0
R004153,L00255,C001,2024-04-23,1,1
R004154,L00255,C001,2024-04-29,7,1
R004155,L00255,C001,2024-05-06,14,1
R004156,L00255,C001,2024-05-22,30,1
R004157,L03915,C005,2024-05-05,1,1
R004158,L03915,C005,2024-05-11,7,1
R004159,L03915,C005,2024-05-18,14,1
R004160,L03915,C005,2024-06-03,30,1
R004161,L03138,C001,2025-12-06,1,1
R004162,L03138,C001,2025-12-12,7,1
R004163,L03138,C001,2025-12-19,14,1
R004164,L03138,C001,2026-01-04,30,1
R004165,L03110,C007,2024-09-06,1,1
R004166,L03110,C007,2024-09-12,7,1
R004167,L03110,C007,2024-09-19,14,1
R004168,L03110,C007,2024-10-05,30,0
R004169,L01964,C007,2024-07-15,1,0
R004170,L01964,C007,2024-07-21,7,0
R004171,L01964,C007,2024-07-28,14,0
R004172,L01964,C007,2024-08-13,30,0
R004173,L01333,C005,2024-05-14,1,0
R004174,L01333,C005,2024-05-20,7,0
R004175,L01333,C005,2024-05-27,14,0
R004176,L01333,C005,2024-06-12,30,0
R004177,L02033,C004,2025-06-08,1,1
R004178,L02033,C004,2025-06-14,7,1
R004179,L02033,C004,2025-06-21,14,1
R004180,L02033,C004,2025-07-07,30,1
R004181,L01445,C009,2025-10-26,1,0
R004182,L01445,C009,2025-11-01,7,0
R004183,L01445,C009,2025-11-08,14,0
R004184,L01445,C009,2025-11-24,30,0
R004185,L03505,C010,2024-09-08,1,1
R004186,L03505,C010,2024-09-14,7,1
R004187,L03505,C010,2024-09-21,14,1
R004188,L03505,C010,2024-10-07,30,1
R004189,L02876,C007,2025-12-29,1,1
R004190,L02876,C007,2026-01-04,7,1
R004191,L02876,C007,2026-01-11,14,0
R004192,L02876,C007,2026-01-27,30,1
R004193,L01997,C006,2025-12-24,1,0
R004194,L01997,C006,2025-12-30,7,0
R004195,L01997,C006,2026-01-06,14,0
R004196,L01997,C006,2026-01-22,30,0
R004197,L00536,C003,2024-05-23,1,0
R004198,L00536,C003,2024-05-29,7,0
R004199,L00536,C003,2024-06-05,14,0
R004200,L00536,C003,2024-06-21,30,0
R004201,L01186,C009,2025-10-31,1,1
R004202,L01186,C009,2025-11-06,7,1
R004203,L01186,C009,2025-11-13,14,1
R004204,L01186,C009,2025-11-29,30,1
R004205,L00183,C007,2025-06-28,1,1
R004206,L00183,C007,2025-07-04,7,1
R004207,L00183,C007,2025-07-11,14,1
R004208,L00183,C007,2025-07-27,30,0
R004209,L02141,C007,2024-05-26,1,0
R004210,L02141,C007,2024-06-01,7,0
R004211,L02141,C007,2024-06-08,14,0
R004212,L02141,C007,2024-06-24,30,0
R004213,L01507,C007,2024-05-26,1,1
R004214,L01507,C007,2024-06-01,7,1
R004215,L01507,C007,2024-06-08,14,1
R004216,L01507,C007,2024-06-24,30,1
R004217,L02900,C008,2025-12-26,1,1
R004218,L02900,C008,2026-01-01,7,1
R004219,L02900,C008,2026-01-08,14,1
R004220,L02900,C008,2026-01-24,30,1
R004221,L02238,C005,2025-12-31,1,1
R004222,L02238,C005,2026-01-06,7,1
R004223,L02238,C005,2026-01-13,14,1
R004224,L02238,C005,2026-01-29,30,1
R004225,L02334,C006,2025-12-31,1,0
R004226,L02334,C006,2026-01-06,7,0
R004227,L02334,C006,2026-01-13,14,0
R004228,L02334,C006,2026-01-29,30,0
R004229,L03159,C001,2024-07-22,1,0
R004230,L03159,C001,2024-07-28,7,0
R004231,L03159,C001,2024-08-04,14,0
R004232,L03159,C001,2024-08-20,30,0
R004233,L01943,C009,2025-10-14,1,0
R004234,L01943,C009,2025-10-20,7,0
R004235,L01943,C009,2025-10-27,14,0
R004236,L01943,C009,2025-11-12,30,0
R004237,L00804,C002,2025-12-07,1,1
R004238,L00804,C002,2025-12-13,7,1
R004239,L00804,C002,2025-12-20,14,1
R004240,L00804,C002,2026-01-05,30,1
R004241,L01276,C007,2024-07-16,1,0
R004242,L01276,C007,2024-07-22,7,0
R004243,L01276,C007,2024-07-29,14,0
R004244,L01276,C007,2024-08-14,30,0
R004245,L01711,C004,2025-11-15,1,0
R004246,L01711,C004,2025-11-21,7,0
R004247,L01711,C004,2025-11-28,14,0
R004248,L01711,C004,2025-12-14,30,0
R004249,L04181,C010,2025-06-25,1,0
R004250,L04181,C010,2025-07-01,7,0
R004251,L04181,C010,2025-07-08,14,0
R004252,L04181,C010,2025-07-24,30,0
R004253,L02995,C002,2024-11-23,1,1
R004254,L02995,C002,2024-11-29,7,1
R004255,L02995,C002,2024-12-06,14,1
R004256,L02995,C002,2024-12-22,30,1
R004257,L01935,C005,2024-10-17,1,0
R004258,L01935,C005,2024-10-23,7,0
R004259,L01935,C005,2024-10-30,14,0
R004260,L01935,C005,2024-11-15,30,0
R004261,L00276,C010,2025-07-29,1,1
R004262,L00276,C010,2025-08-04,7,1
R004263,L00276,C010,2025-08-11,14,1
R004264,L00276,C010,2025-08-27,30,0
R004265,L03187,C009,2025-05-09,1,1
R004266,L03187,C009,2025-05-15,7,1
R004267,L03187,C009,2025-05-22,14,0
R004268,L03187,C009,2025-06-07,30,0
R004269,L00370,C004,2024-02-27,1,1
R004270,L00370,C004,2024-03-04,7,1
R004271,L00370,C004,2024-03-11,14,1
R004272,L00370,C004,2024-03-27,30,1
R004273,L03053,C009,2024-11-21,1,0
R004274,L03053,C009,2024-11-27,7,0
R004275,L03053,C009,2024-12-04,14,0
R004276,L03053,C009,2024-12-20,30,0
R004277,L00447,C004,2025-05-08,1,1
R004278,L00447,C004,2025-05-14,7,1
R004279,L00447,C004,2025-05-21,14,1
R004280,L00447,C004,2025-06-06,30,1
R004281,L03106,C006,2024-09-11,1,0
R004282,L03106,C006,2024-09-17,7,0
R004283,L03106,C006,2024-09-24,14,0
R004284,L03106,C006,2024-10-10,30,0
R004285,L00330,C007,2025-08-17,1,0
R004286,L00330,C007,2025-08-23,7,0
R004287,L00330,C007,2025-08-30,14,0
R004288,L00330,C007,2025-09-15,30,0
R004289,L02824,C010,2024-05-03,1,0
R004290,L02824,C010,2024-05-09,7,0
R004291,L02824,C010,2024-05-16,14,0
R004292,L02824,C010,2024-06-01,30,0
R004293,L00602,C006,2025-10-17,1,1
R004294,L00602,C006,2025-10-23,7,1
R004295,L00602,C006,2025-10-30,14,0
R004296,L00602,C006,2025-11-15,30,0
R004297,L00178,C007,2025-04-28,1,0
R004298,L00178,C007,2025-05-04,7,0
R004299,L00178,C007,2025-05-11,14,0
R004300,L00178,C007,2025-05-27,30,0
R004301,L03577,C009,2024-09-16,1,1
R004302,L03577,C009,2024-09-22,7,1
R004303,L03577,C009,2024-09-29,14,0
R004304,L03577,C009,2024-10-15,30,1
R004305,L00026,C010,2025-09-10,1,1
R004306,L00026,C010,2025-09-16,7,1
R004307,L00026,C010,2025-09-23,14,1
R004308,L00026,C010,2025-10-09,30,0
R004309,L03169,C005,2024-08-12,1,0
R004310,L03169,C005,2024-08-18,7,0
R004311,L03169,C005,2024-08-25,14,0
R004312,L03169,C005,2024-09-10,30,0
R004313,L01584,C006,2025-11-10,1,0
R004314,L01584,C006,2025-11-16,7,0
R004315,L01584,C006,2025-11-23,14,0
R004316,L01584,C006,2025-12-09,30,0
R004317,L04105,C006,2025-05-19,1,1
R004318,L04105,C006,2025-05-25,7,1
R004319,L04105,C006,2025-06-01,14,1
R004320,L04105,C006,2025-06-17,30,0
R004321,L03982,C009,2024-10-08,1,0
R004322,L03982,C009,2024-10-14,7,0
R004323,L03982,C009,2024-10-21,14,0
R004324,L03982,C009,2024-11-06,30,0
R004325,L00190,C005,2024-08-24,1,1
R004326,L00190,C005,2024-08-30,7,1
R004327,L00190,C005,2024-09-06,14,1
R004328,L00190,C005,2024-09-22,30,0
R004329,L01054,C007,2025-06-15,1,0
R004330,L01054,C007,2025-06-21,7,0
R004331,L01054,C007,2025-06-28,14,0
R004332,L01054,C007,2025-07-14,30,0
R004333,L04022,C002,2024-09-10,1,1
R004334,L04022,C002,2024-09-16,7,1
R004335,L04022,C002,2024-09-23,14,1
R004336,L04022,C002,2024-10-09,30,1
R004337,L02505,C007,2025-04-05,1,1
R004338,L02505,C007,2025-04-11,7,1
R004339,L02505,C007,2025-04-18,14,0
R004340,L02505,C007,2025-05-04,30,1
R004341,L03671,C001,2025-12-26,1,0
R004342,L03671,C001,2026-01-01,7,0
R004343,L03671,C001,2026-01-08,14,0
R004344,L03671,C001,2026-01-24,30,0
R004345,L01281,C007,2024-06-11,1,1
R004346,L01281,C007,2024-06-17,7,1
R004347,L01281,C007,2024-06-24,14,0
R004348,L01281,C007,2024-07-10,30,1
R004349,L02705,C004,2025-12-27,1,0
R004350,L02705,C004,2026-01-02,7,0
R004351,L02705,C004,2026-01-09,14,0
R004352,L02705,C004,2026-01-25,30,0
R004353,L00784,C001,2024-07-31,1,1
R004354,L00784,C001,2024-08-06,7,1
R004355,L00784,C001,2024-08-13,14,1
R004356,L00784,C001,2024-08-29,30,1
R004357,L00307,C008,2024-02-10,1,0
R004358,L00307,C008,2024-02-16,7,0
R004359,L00307,C008,2024-02-23,14,0
R004360,L00307,C008,2024-03-10,30,0
R004361,L02391,C002,2024-05-26,1,0
R004362,L02391,C002,2024-06-01,7,0
R004363,L02391,C002,2024-06-08,14,0
R004364,L02391,C002,2024-06-24,30,0
R004365,L00019,C008,2024-03-28,1,1
R004366,L00019,C008,2024-04-03,7,1
R004367,L00019,C008,2024-04-10,14,1
R004368,L00019,C008,2024-04-26,30,1
R004369,L01749,C009,2025-07-05,1,1
R004370,L01749,C009,2025-07-11,7,1
R004371,L01749,C009,2025-07-18,14,1
R004372,L01749,C009,2025-08-03,30,1
R004373,L02153,C004,2024-07-23,1,0
R004374,L02153,C004,2024-07-29,7,0
R004375,L02153,C004,2024-08-05,14,0
R004376,L02153,C004,2024-08-21,30,0
R004377,L04151,C007,2024-03-25,1,1
R004378,L04151,C007,2024-03-31,7,1
R004379,L04151,C007,2024-04-07,14,1
R004380,L04151,C007,2024-04-23,30,1
R004381,L01081,C010,2025-07-06,1,0
R004382,L01081,C010,2025-07-12,7,0
R004383,L01081,C010,2025-07-19,14,0
R004384,L01081,C010,2025-08-04,30,0
R004385,L00469,C003,2025-08-31,1,0
R004386,L00469,C003,2025-09-06,7,0
R004387,L00469,C003,2025-09-13,14,0
R004388,L00469,C003,2025-09-29,30,0
R004389,L00755,C002,2025-07-25,1,1
R004390,L00755,C002,2025-07-31,7,1
R004391,L00755,C002,2025-08-07,14,0
R004392,L00755,C002,2025-08-23,30,1
R004393,L03218,C009,2024-12-06,1,0
R004394,L03218,C009,2024-12-12,7,0
R004395,L03218,C009,2024-12-19,14,0
R004396,L03218,C009,2025-01-04,30,0
R004397,L03664,C001,2025-01-05,1,0
R004398,L03664,C001,2025-01-11,7,0
R004399,L03664,C001,2025-01-18,14,0
R004400,L03664,C001,2025-02-03,30,0
R004401,L02684,C001,2024-07-28,1,1
R004402,L02684,C001,2024-08-03,7,1
R004403,L02684,C001,2024-08-10,14,1
R004404,L02684,C001,2024-08-26,30,1
R004405,L00953,C010,2025-06-13,1,1
R004406,L00953,C010,2025-06-19,7,1
R004407,L00953,C010,2025-06-26,14,1
R004408,L00953,C010,2025-07-12,30,1
R004409,L02924,C006,2024-09-23,1,1
R004410,L02924,C006,2024-09-29,7,1
R004411,L02924,C006,2024-10-06,14,1
R004412,L02924,C006,2024-10-22,30,0
