learner_id,age,age_group,gender,region,device_type,signup_date
L01499,31,25-34,Female,KwaZulu-Natal,Tablet,2024-04-14
L01500,20,18-24,Male,Gauteng,Mobile,2025-12-22
L01501,19,18-24,Female,Mpumalanga,Tablet,2025-05-09
L01502,43,35-44,Female,KwaZulu-Natal,Mobile,2024-04-15
L01503,18,18-24,Female,Mpumalanga,Tablet,2024-08-15
L01504,19,18-24,Female,Gauteng,Mobile,2025-01-21
L01505,28,25-34,Female,Gauteng,Tablet,2024-04-17
L01506,18,18-24,Female,Gauteng,Desktop,2025-03-19
L01507,40,35-44,Male,Mpumalanga,Desktop,2024-03-15
L01508,33,25-34,Female,Western Cape,Desktop,2025-03-27
L01509,22,18-24,Male,Eastern Cape,Desktop,2024-12-20
L01510,31,25-34,Female,Eastern Cape,Mobile,2025-07-11
L01511,26,25-34,Female,Limpopo,Mobile,2025-06-16
L01512,28,25-34,Female,Eastern Cape,Mobile,2025-10-05
L01513,30,25-34,Female,Limpopo,Desktop,2025-09-02
L01514,34,25-34,Male,Mpumalanga,Mobile,2025-03-10
L01515,27,25-34,Female,North West,Mobile,2025-04-10
L01516,28,25-34,Male,KwaZulu-Natal,Mobile,2024-12-07
L01517,32,25-34,Female,Western Cape,Mobile,2025-09-19
L01518,38,35-44,Female,Eastern Cape,Mobile,2024-01-15
L01519,18,18-24,Male,Gauteng,Desktop,2024-04-13
L01520,30,25-34,Male,KwaZulu-Natal,Mobile,2025-05-04
L01521,33,25-34,Male,Eastern Cape,Mobile,2025-11-02
L01522,19,18-24,Female,Eastern Cape,Tablet,2024-08-03
L01523,27,25-34,Female,Western Cape,Desktop,2024-02-27
L01524,24,18-24,Male,KwaZulu-Natal,Mobile,2025-09-26
L01525,26,25-34,Female,Gauteng,Mobile,2024-10-24
L01526,18,18-24,Male,Mpumalanga,Desktop,2025-06-16
L01527,25,25-34,Female,Limpopo,Desktop,2025-02-27
L01528,35,35-44,Non-binary,Gauteng,Mobile,2024-12-15
L01529,40,35-44,Female,Gauteng,Mobile,2024-08-27
L01530,45,45+,Male,Free State,Mobile,2024-06-26
L01531,37,35-44,Female,Gauteng,Mobile,2024-08-02
L01532,37,35-44,Male,Gauteng,Mobile,2025-03-04
L01533,40,35-44,Female,KwaZulu-Natal,Mobile,2025-03-29
L01534,39,35-44,Female,KwaZulu-Natal,Mobile,2024-11-20
L01535,28,25-34,Female,Gauteng,Mobile,2024-09-18
L01536,18,18-24,Male,Gauteng,Mobile,2024-04-21
L01537,20,18-24,Male,Western Cape,Mobile,2024-06-14
L01538,34,25-34,Male,KwaZulu-Natal,Desktop,2025-10-18
L01539,20,18-24,Female,North West,Mobile,2025-01-11
L01540,29,25-34,Male,Eastern Cape,Desktop,2025-07-18
L01541,44,35-44,Male,KwaZulu-Natal,Desktop,2024-11-02
L01542,24,18-24,Male,Eastern Cape,Mobile,2025-12-13
L01543,19,18-24,Female,Eastern Cape,Mobile,2024-11-27
L01544,24,18-24,Male,Gauteng,Desktop,2025-08-23
L01545,23,18-24,Female,Gauteng,Mobile,2024-10-30
L01546,27,25-34,Male,Western Cape,Desktop,2025-05-02
L01547,18,18-24,Male,Gauteng,Mobile,2025-04-27
L01548,25,25-34,Non-binary,Mpumalanga,Desktop,2024-01-10
L01549,28,25-34,Male,Gauteng,Mobile,2024-05-25
L01550,39,35-44,Male,Western Cape,Desktop,2024-03-12
L01551,18,18-24,Female,Western Cape,Mobile,2024-12-24
L01552,26,25-34,Female,KwaZulu-Natal,Desktop,2025-01-22
L01553,18,18-24,Female,Free State,Mobile,2024-12-13
L01554,30,25-34,Male,Western Cape,Tablet,2024-06-03
L01555,33,25-34,Female,Gauteng,Desktop,2025-07-18
L01556,30,25-34,Male,KwaZulu-Natal,Tablet,2024-05-05
L01557,21,18-24,Female,Gauteng,Mobile,2024-02-24
L01558,41,35-44,Male,Mpumalanga,Mobile,2025-04-08
L01559,38,35-44,Male,KwaZulu-Natal,Mobile,2024-01-17
L01560,34,25-34,Female,KwaZulu-Natal,Desktop,2024-05-05
L01561,25,25-34,Female,Western Cape,Desktop,2024-06-08
L01562,26,25-34,Female,Western Cape,Desktop,2025-04-04
L01563,40,35-44,Male,KwaZulu-Natal,Mobile,2024-02-04
L01564,28,25-34,Female,North West,Mobile,2025-01-04
L01565,27,25-34,Female,Eastern Cape,Desktop,2024-05-16
L01566,36,35-44,Female,Gauteng,Mobile,2024-02-11
L01567,33,25-34,Male,Eastern Cape,Mobile,2025-05-10
L01568,33,25-34,Female,Eastern Cape,Mobile,2024-05-01
L01569,21,18-24,Male,North West,Mobile,2025-10-09
L01570,21,18-24,Female,Gauteng,Desktop,2024-02-06
L01571,24,18-24,Female,North West,Mobile,2024-12-12
L01572,30,25-34,Female,Mpumalanga,Mobile,2024-02-27
L01573,21,18-24,Female,Western Cape,Desktop,2025-11-16
L01574,37,35-44,Female,Gauteng,Mobile,2025-06-02
L01575,28,25-34,Male,Gauteng,Mobile,2024-12-18
L01576,25,25-34,Male,Eastern Cape,Mobile,2024-09-04
L01577,19,18-24,Female,Gauteng,Desktop,2025-06-05
L01578,33,25-34,Male,Western Cape,Desktop,2024-05-05
L01579,27,25-34,Female,Mpumalanga,Tablet,2025-06-30
L01580,33,25-34,Male,Western Cape,Mobile,2024-06-04
L01581,29,25-34,Male,North West,Mobile,2024-10-15
L01582,32,25-34,Male,North West,Mobile,2024-03-25
L01583,27,25-34,Female,Mpumalanga,Desktop,2025-11-19
L01584,35,35-44,Female,KwaZulu-Natal,Desktop,2025-09-01
L01585,42,35-44,Male,Western Cape,Desktop,2024-09-01
L01586,26,25-34,Male,Gauteng,Mobile,2024-11-07
L01587,19,18-24,Female,Free State,Desktop,2024-01-16
L01588,27,25-34,Female,Eastern Cape,Desktop,2025-03-08
L01589,36,35-44,Male,Western Cape,Tablet,2025-09-24
L01590,26,25-34,Female,Mpumalanga,Tablet,2024-12-04
L01591,34,25-34,Male,Eastern Cape,Desktop,2024-09-23
L01592,34,25-34,Male,Gauteng,Mobile,2024-06-11
L01593,33,25-34,Male,Free State,Desktop,2025-03-22
L01594,24,18-24,Female,Eastern Cape,Mobile,2024-02-20
L01595,31,25-34,Female,Gauteng,Desktop,2025-12-09
L01596,30,25-34,Female,Gauteng,Mobile,2025-05-30
L01597,25,25-34,Male,Western Cape,Desktop,2025-08-09
L01598,39,35-44,Female,KwaZulu-Natal,Desktop,2025-06-10
L01599,29,25-34,Male,Gauteng,Desktop,2025-02-11
L01600,37,35-44,Male,Gauteng,Desktop,2025-04-19
L01601,18,18-24,Male,Gauteng,Desktop,2025-01-12
L01602,33,25-34,Female,Limpopo,Mobile,2025-03-01
L01603,35,35-44,Male,KwaZulu-Natal,Desktop,2025-03-16
L01604,38,35-44,Male,Eastern Cape,Tablet,2025-01-06
L01605,34,25-34,Male,Eastern Cape,Desktop,2024-07-15
L01606,43,35-44,Female,Western Cape,Mobile,2024-12-01
L01607,22,18-24,Male,Gauteng,Desktop,2024-10-26
L01608,30,25-34,Female,Gauteng,Mobile,2025-03-03
L01609,32,25-34,Male,KwaZulu-Natal,Mobile,2024-08-23
L01610,30,25-34,Male,Gauteng,Tablet,2024-10-24
L01611,28,25-34,Female,Western Cape,Mobile,2025-02-20
L01612,18,18-24,Male,Gauteng,Mobile,2024-12-05
L01613,18,18-24,Female,Gauteng,Mobile,2024-02-04
L01614,45,45+,Female,Gauteng,Mobile,2025-10-16
L01615,24,18-24,Female,North West,Desktop,2024-07-24
L01616,23,18-24,Female,Limpopo,Mobile,2024-03-10
L01617,21,18-24,Male,KwaZulu-Natal,Mobile,2025-12-05
L01618,43,35-44,Female,Limpopo,Mobile,2024-03-05
L01619,21,18-24,Female,Western Cape,Desktop,2025-06-28
L01620,18,18-24,Male,KwaZulu-Natal,Mobile,2024-02-20
L01621,27,25-34,Male,Western Cape,Desktop,2025-06-21
L01622,25,25-34,Male,Western Cape,Mobile,2024-06-27
L01623,28,25-34,Male,Eastern Cape,Mobile,2024-10-15
L01624,30,25-34,Male,Gauteng,Tablet,2024-12-10
L01625,25,25-34,Male,KwaZulu-Natal,Tablet,2025-10-16
L01626,24,18-24,Male,Gauteng,Desktop,2024-01-15
L01627,27,25-34,Male,Limpopo,Mobile,2025-04-25
L01628,26,25-34,Male,Gauteng,Mobile,2024-07-11
L01629,32,25-34,Female,Gauteng,Mobile,2024-12-21
L01630,31,25-34,Male,Western Cape,Desktop,2025-07-30
L01631,25,25-34,Male,Gauteng,Desktop,2025-10-11
L01632,27,25-34,Male,Eastern Cape,Mobile,2025-01-08
L01633,29,25-34,Male,Gauteng,Tablet,2024-06-12
L01634,29,25-34,Male,Mpumalanga,Desktop,2025-04-10
L01635,29,25-34,Male,KwaZulu-Natal,Desktop,2024-07-27
L01636,31,25-34,Female,Free State,Desktop,2024-05-12
L01637,23,18-24,Male,Eastern Cape,Desktop,2024-05-18
L01638,36,35-44,Female,KwaZulu-Natal,Desktop,2025-10-21
L01639,28,25-34,Female,Limpopo,Desktop,2025-12-02
L01640,23,18-24,Male,Mpumalanga,Mobile,2024-02-01
L01641,30,25-34,Female,Eastern Cape,Desktop,2025-09-22
L01642,24,18-24,Female,Gauteng,Mobile,2025-07-13
L01643,24,18-24,Female,Western Cape,Desktop,2025-02-11
L01644,36,35-44,Male,Gauteng,Mobile,2025-07-10
L01645,18,18-24,Female,Gauteng,Tablet,2024-11-04
L01646,36,35-44,Male,KwaZulu-Natal,Tablet,2024-08-20
L01647,32,25-34,Male,Mpumalanga,Mobile,2025-11-22
L01648,30,25-34,Male,Gauteng,Mobile,2024-08-23
L01649,29,25-34,Female,Eastern Cape,Desktop,2025-12-31
L01650,33,25-34,Male,North West,Desktop,2024-07-06
L01651,26,25-34,Male,Free State,Desktop,2024-04-12
L01652,34,25-34,Female,Gauteng,Mobile,2024-04-04
L01653,32,25-34,Female,Western Cape,Mobile,2025-11-13
L01654,26,25-34,Female,Eastern Cape,Mobile,2025-07-29
L01655,18,18-24,Male,Gauteng,Desktop,2024-09-28
L01656,18,18-24,Male,Western Cape,Mobile,2025-12-22
L01657,28,25-34,Male,Gauteng,Tablet,2024-11-06
L01658,27,25-34,Female,KwaZulu-Natal,Mobile,2025-11-17
L01659,28,25-34,Non-binary,Gauteng,Desktop,2025-07-25
L01660,23,18-24,Male,Western Cape,Desktop,2024-02-06
L01661,18,18-24,Male,Gauteng,Mobile,2024-02-02
L01662,18,18-24,Male,Eastern Cape,Desktop,2024-10-15
L01663,41,35-44,Male,KwaZulu-Natal,Mobile,2024-02-28
L01664,18,18-24,Male,Gauteng,Mobile,2025-03-10
L01665,18,18-24,Female,KwaZulu-Natal,Desktop,2024-03-16
L01666,24,18-24,Female,Western Cape,Mobile,2025-11-20
L01667,30,25-34,Male,Eastern Cape,Desktop,2024-09-25
L01668,18,18-24,Male,Gauteng,Mobile,2025-09-05
L01669,29,25-34,Female,Limpopo,Mobile,2025-12-30
L01670,32,25-34,Female,Gauteng,Mobile,2025-11-20
L01671,43,35-44,Female,KwaZulu-Natal,Desktop,2024-09-07
L01672,18,18-24,Male,Mpumalanga,Desktop,2025-05-05
L01673,44,35-44,Male,Gauteng,Mobile,2024-06-13
L01674,41,35-44,Male,KwaZulu-Natal,Mobile,2024-08-15
L01675,23,18-24,Male,Western Cape,Desktop,2024-04-06
L01676,18,18-24,Male,Gauteng,Desktop,2024-12-19
L01677,31,25-34,Non-binary,Gauteng,Desktop,2024-07-14
L01678,28,25-34,Female,Western Cape,Desktop,2024-02-06
L01679,31,25-34,Female,Free State,Desktop,2025-01-28
L01680,35,35-44,Female,Limpopo,Desktop,2024-02-19
L01681,18,18-24,Male,KwaZulu-Natal,Desktop,2025-04-13
L01682,41,35-44,Male,Western Cape,Desktop,2024-01-31
L01683,18,18-24,Male,Eastern Cape,Mobile,2024-02-17
L01684,39,35-44,Female,Gauteng,Mobile,2025-12-09
L01685,18,18-24,Female,Western Cape,Mobile,2025-01-01
L01686,45,45+,Female,Gauteng,Tablet,2025-05-03
L01687,27,25-34,Male,Gauteng,Mobile,2024-11-09
L01688,24,18-24,Female,Gauteng,Mobile,2024-05-16
L01689,38,35-44,Female,Western Cape,Desktop,2024-12-03
L01690,33,25-34,Non-binary,Western Cape,Mobile,2025-06-15
L01691,34,25-34,Female,Gauteng,Mobile,2025-07-15
L01692,32,25-34,Female,Gauteng,Mobile,2024-02-24
L01693,25,25-34,Female,Eastern Cape,Desktop,2025-08-30
L01694,33,25-34,Female,Northern Cape,Desktop,2025-09-25
L01695,33,25-34,Female,Eastern Cape,Tablet,2024-03-19
L01696,48,45+,Male,Gauteng,Desktop,2025-10-02
L01697,27,25-34,Male,Gauteng,Desktop,2025-01-10
L01698,36,35-44,Male,Gauteng,Mobile,2025-05-04
L01699,18,18-24,Female,KwaZulu-Natal,Mobile,2024-11-06
L01700,25,25-34,Male,Gauteng,Mobile,2025-08-05
L01701,34,25-34,Female,Gauteng,Tablet,2025-07-24
L01702,36,35-44,Female,Gauteng,Mobile,2025-03-22
L01703,26,25-34,Female,Mpumalanga,Desktop,2025-05-24
L01704,18,18-24,Female,Gauteng,Mobile,2025-05-01
L01705,31,25-34,Male,Free State,Mobile,2024-02-20
L01706,34,25-34,Male,Gauteng,Tablet,2024-03-24
L01707,34,25-34,Male,Western Cape,Mobile,2024-03-03
L01708,44,35-44,Male,Gauteng,Desktop,2024-04-13
L01709,19,18-24,Female,KwaZulu-Natal,Mobile,2024-06-26
L01710,21,18-24,Female,Limpopo,Tablet,2025-12-30
L01711,46,45+,Male,Free State,Mobile,2025-09-15
L01712,21,18-24,Female,North West,Mobile,2024-08-12
L01713,28,25-34,Female,North West,Desktop,2025-01-24
L01714,25,25-34,Male,Western Cape,Desktop,2025-10-26
L01715,32,25-34,Female,Mpumalanga,Mobile,2024-01-11
L01716,24,18-24,Female,Gauteng,Mobile,2024-01-22
L01717,23,18-24,Male,Western Cape,Mobile,2025-10-10
L01718,25,25-34,Male,Western Cape,Tablet,2025-01-12
L01719,44,35-44,Female,KwaZulu-Natal,Tablet,2025-02-10
L01720,26,25-34,Male,Eastern Cape,Desktop,2025-06-26
L01721,36,35-44,Male,Mpumalanga,Mobile,2025-02-22
L01722,29,25-34,Male,Mpumalanga,Tablet,2024-10-29
L01723,33,25-34,Male,Eastern Cape,Mobile,2024-02-09
L01724,33,25-34,Male,KwaZulu-Natal,Mobile,2025-02-22
L01725,28,25-34,Female,Western Cape,Mobile,2025-11-07
L01726,18,18-24,Female,Gauteng,Mobile,2025-06-10
L01727,21,18-24,Female,Western Cape,Desktop,2024-07-20
L01728,43,35-44,Male,KwaZulu-Natal,Mobile,2024-06-29
L01729,29,25-34,Male,Mpumalanga,Mobile,2024-02-23
L01730,37,35-44,Male,KwaZulu-Natal,Tablet,2025-05-05
L01731,21,18-24,Female,Gauteng,Mobile,2025-02-25
L01732,36,35-44,Female,Western Cape,Desktop,2024-06-17
L01733,18,18-24,Female,KwaZulu-Natal,Desktop,2024-05-28
L01734,30,25-34,Male,Gauteng,Mobile,2024-08-20
L01735,31,25-34,Male,Limpopo,Desktop,2024-05-26
L01736,33,25-34,Female,Western Cape,Mobile,2025-09-16
L01737,29,25-34,Female,Gauteng,Mobile,2024-11-11
L01738,43,35-44,Female,Gauteng,Mobile,2024-03-02
L01739,29,25-34,Female,Gauteng,Mobile,2024-03-07
L01740,28,25-34,Female,KwaZulu-Natal,Mobile,2025-09-28
L01741,56,45+,Female,Eastern Cape,Mobile,2025-10-20
L01742,30,25-34,Male,Western Cape,Mobile,2025-04-07
L01743,29,25-34,Male,Western Cape,Mobile,2024-10-30
L01744,35,35-44,Male,Limpopo,Mobile,2024-11-02
L01745,27,25-34,Female,Western Cape,Tablet,2024-01-26
L01746,30,25-34,Male,Gauteng,Mobile,2025-06-18
L01747,28,25-34,Male,KwaZulu-Natal,Mobile,2025-02-16
L01748,34,25-34,Female,Limpopo,Tablet,2024-12-30
L01749,21,18-24,Female,Gauteng,Desktop,2025-04-06
L01750,33,25-34,Female,Gauteng,Mobile,2024-02-28
L01751,18,18-24,Male,Gauteng,Desktop,2024-12-27
L01752,26,25-34,Female,KwaZulu-Natal,Mobile,2025-10-25
L01753,22,18-24,Female,Gauteng,Mobile,2025-03-18
L01754,30,25-34,Female,Eastern Cape,Mobile,2024-05-10
L01755,27,25-34,Male,Eastern Cape,Mobile,2025-12-28
L01756,22,18-24,Female,Mpumalanga,Mobile,2024-01-12
L01757,31,25-34,Female,Western Cape,Desktop,2024-01-09
L01758,18,18-24,Female,Western Cape,Tablet,2024-07-28
L01759,38,35-44,Female,Mpumalanga,Desktop,2024-12-09
L01760,36,35-44,Female,Limpopo,Mobile,2025-11-14
L01761,22,18-24,Male,Western Cape,Desktop,2024-04-17
L01762,22,18-24,Male,Limpopo,Mobile,2025-02-08
L01763,24,18-24,Male,Gauteng,Mobile,2024-04-21
L01764,18,18-24,Female,Free State,Mobile,2024-11-11
L01765,36,35-44,Male,Limpopo,Desktop,2024-04-09
L01766,30,25-34,Female,Eastern Cape,Mobile,2024-10-23
L01767,38,35-44,Female,Western Cape,Mobile,2025-05-14
L01768,24,18-24,Female,North West,Desktop,2024-07-09
L01769,18,18-24,Non-binary,Gauteng,Mobile,2024-04-23
L01770,27,25-34,Female,Mpumalanga,Tablet,2024-03-07
L01771,18,18-24,Female,Gauteng,Mobile,2024-03-31
L01772,34,25-34,Female,KwaZulu-Natal,Desktop,2025-07-11
L01773,18,18-24,Male,Mpumalanga,Mobile,2025-08-17
L01774,40,35-44,Male,Gauteng,Mobile,2024-11-18
L01775,34,25-34,Male,KwaZulu-Natal,Desktop,2025-06-23
L01776,25,25-34,Male,Gauteng,Mobile,2024-06-02
L01777,28,25-34,Male,Western Cape,Mobile,2024-09-30
L01778,48,45+,Male,Free State,Mobile,2024-07-19
L01779,29,25-34,Female,KwaZulu-Natal,Mobile,2025-09-02
L01780,30,25-34,Male,Western Cape,Tablet,2025-02-09
L01781,18,18-24,Female,Limpopo,Desktop,2024-06-08
L01782,33,25-34,Female,Gauteng,Mobile,2024-11-14
L01783,39,35-44,Male,Gauteng,Mobile,2024-06-29
L01784,32,25-34,Female,KwaZulu-Natal,Mobile,2024-12-03
L01785,21,18-24,Male,Mpumalanga,Desktop,2025-12-14
L01786,31,25-34,Male,Gauteng,Desktop,2025-11-27
L01787,29,25-34,Female,KwaZulu-Natal,Desktop,2024-04-17
L01788,36,35-44,Female,Gauteng,Mobile,2024-11-27
L01789,25,25-34,Female,KwaZulu-Natal,Tablet,2025-02-15
L01790,35,35-44,Female,Limpopo,Mobile,2024-07-16
L01791,30,25-34,Male,Gauteng,Desktop,2024-04-29
L01792,18,18-24,Female,Eastern Cape,Desktop,2025-06-17
L01793,18,18-24,Male,Free State,Desktop,2025-11-13
L01794,28,25-34,Male,Gauteng,Mobile,2024-11-04
L01795,33,25-34,Female,Gauteng,Desktop,2025-04-16
L01796,38,35-44,Female,Gauteng,Mobile,2025-02-28
L01797,35,35-44,Male,Mpumalanga,Mobile,2024-07-07
L01798,38,35-44,Female,Western Cape,Desktop,2025-11-16
L01799,36,35-44,Male,Mpumalanga,Mobile,2024-10-01
L01800,37,35-44,Male,Limpopo,Mobile,2025-01-12
L01801,28,25-34,Male,Gauteng,Mobile,2025-02-25
L01802,36,35-44,Male,Gauteng,Mobile,2024-02-02
L01803,18,18-24,Male,Western Cape,Tablet,2024-01-25
L01804,26,25-34,Male,Gauteng,Desktop,2024-11-02
L01805,25,25-34,Female,Western Cape,Mobile,2025-03-06
L01806,34,25-34,Male,Gauteng,Desktop,2025-11-18
L01807,20,18-24,Female,Limpopo,Mobile,2025-08-31
L01808,27,25-34,Non-binary,Gauteng,Mobile,2024-07-23
L01809,32,25-34,Female,Gauteng,Mobile,2025-02-15
L01810,23,18-24,Female,North West,Desktop,2025-11-19
L01811,39,35-44,Female,KwaZulu-Natal,Mobile,2025-06-13
L01812,25,25-34,Male,Western Cape,Desktop,2025-08-10
L01813,39,35-44,Male,Mpumalanga,Desktop,2024-08-19
L01814,35,35-44,Male,Free State,Mobile,2025-02-14
L01815,25,25-34,Female,Gauteng,Mobile,2025-09-30
L01816,38,35-44,Female,Western Cape,Mobile,2024-04-01
L01817,19,18-24,Male,Western Cape,Mobile,2024-09-16
L01818,37,35-44,Male,Gauteng,Mobile,2025-06-29
L01819,38,35-44,Female,Western Cape,Mobile,2024-11-05
L01820,31,25-34,Female,Western Cape,Mobile,2024-03-30
L01821,32,25-34,Female,Gauteng,Mobile,2024-04-11
L01822,23,18-24,Male,Gauteng,Mobile,2025-11-14
L01823,22,18-24,Male,Limpopo,Desktop,2024-12-09
L01824,19,18-24,Male,KwaZulu-Natal,Desktop,2024-05-18
L01825,28,25-34,Male,Gauteng,Mobile,2024-09-03
L01826,33,25-34,Female,Limpopo,Desktop,2025-10-11
L01827,18,18-24,Female,Gauteng,Mobile,2024-06-15
L01828,27,25-34,Female,Gauteng,Mobile,2024-09-13
L01829,36,35-44,Male,Limpopo,Mobile,2025-02-12
L01830,25,25-34,Male,Limpopo,Desktop,2024-02-04
L01831,22,18-24,Female,Gauteng,Mobile,2024-11-22
L01832,39,35-44,Female,Gauteng,Mobile,2025-02-21
L01833,36,35-44,Male,Mpumalanga,Mobile,2024-09-06
L01834,18,18-24,Male,Western Cape,Desktop,2024-02-06
L01835,29,25-34,Male,Eastern Cape,Desktop,2024-04-04
L01836,28,25-34,Female,Gauteng,Mobile,2025-11-14
L01837,24,18-24,Male,Gauteng,Mobile,2025-12-19
L01838,36,35-44,Female,Gauteng,Mobile,2025-11-08
L01839,39,35-44,Non-binary,Gauteng,Mobile,2024-12-12
L01840,45,45+,Male,Limpopo,Mobile,2024-04-15
L01841,22,18-24,Male,Gauteng,Mobile,2025-10-26
L01842,18,18-24,Female,Western Cape,Mobile,2024-09-25
L01843,18,18-24,Female,Western Cape,Desktop,2024-04-25
L01844,34,25-34,Male,Eastern Cape,Mobile,2024-01-09
L01845,27,25-34,Male,Western Cape,Mobile,2025-06-05
L01846,30,25-34,Male,KwaZulu-Natal,Desktop,2024-12-03
L01847,22,18-24,Male,Mpumalanga,Mobile,2024-09-12
L01848,31,25-34,Male,Free State,Desktop,2025-10-06
L01849,32,25-34,Male,Mpumalanga,Mobile,2024-06-01
L01850,30,25-34,Male,Mpumalanga,Desktop,2025-12-27
L01851,32,25-34,Male,Limpopo,Mobile,2024-06-27
L01852,40,35-44,Male,Gauteng,Desktop,2024-08-25
L01853,36,35-44,Female,Eastern Cape,Desktop,2024-12-30
L01854,22,18-24,Non-binary,Gauteng,Tablet,2024-08-01
L01855,30,25-34,Female,North West,Desktop,2025-05-05
L01856,22,18-24,Non-binary,Western Cape,Desktop,2025-04-23
L01857,33,25-34,Male,Western Cape,Desktop,2024-03-16
L01858,35,35-44,Female,Eastern Cape,Mobile,2025-02-06
L01859,36,35-44,Male,Gauteng,Desktop,2025-01-13
L01860,28,25-34,Male,Mpumalanga,Mobile,2024-03-01
L01861,44,35-44,Male,Gauteng,Mobile,2025-01-16
L01862,34,25-34,Female,KwaZulu-Natal,Desktop,2025-02-22
L01863,28,25-34,Male,Mpumalanga,Desktop,2025-10-22
L01864,29,25-34,Female,Eastern Cape,Mobile,2025-08-06
L01865,37,35-44,Male,Gauteng,Desktop,2025-03-29
L01866,41,35-44,Male,Eastern Cape,Desktop,2025-11-26
L01867,32,25-34,Female,Free State,Mobile,2024-04-19
L01868,39,35-44,Female,Gauteng,Mobile,2025-04-21
L01869,29,25-34,Male,Gauteng,Desktop,2025-06-02
L01870,26,25-34,Female,Western Cape,Desktop,2024-07-26
L01871,30,25-34,Male,KwaZulu-Natal,Mobile,2024-12-04
L01872,24,18-24,Male,Gauteng,Mobile,2025-10-16
L01873,26,25-34,Male,Gauteng,Mobile,2025-05-01
L01874,34,25-34,Male,Gauteng,Mobile,2025-05-05
L01875,31,25-34,Female,Gauteng,Mobile,2024-07-11
L01876,29,25-34,Female,Gauteng,Desktop,2025-08-10
L01877,37,35-44,Female,Free State,Mobile,2025-09-29
L01878,18,18-24,Female,Free State,Desktop,2024-08-13
L01879,31,25-34,Female,KwaZulu-Natal,Desktop,2024-04-24
L01880,37,35-44,Female,Western Cape,Mobile,2024-04-20
L01881,30,25-34,Male,KwaZulu-Natal,Desktop,2024-09-19
L01882,31,25-34,Male,Gauteng,Mobile,2024-01-13
L01883,37,35-44,Male,Limpopo,Mobile,2024-06-28
L01884,33,25-34,Female,Gauteng,Mobile,2024-02-16
L01885,37,35-44,Female,Gauteng,Desktop,2025-02-07
L01886,18,18-24,Female,North West,Mobile,2024-10-10
L01887,18,18-24,Male,Mpumalanga,Desktop,2024-08-08
L01888,27,25-34,Female,KwaZulu-Natal,Mobile,2025-03-05
L01889,30,25-34,Female,Limpopo,Desktop,2025-12-07
L01890,24,18-24,Female,Limpopo,Desktop,2025-09-05
L01891,33,25-34,Female,Gauteng,Desktop,2024-09-06
L01892,21,18-24,Female,Gauteng,Mobile,2024-12-04
L01893,38,35-44,Male,Gauteng,Mobile,2025-07-13
L01894,24,18-24,Female,Western Cape,Mobile,2025-04-30
L01895,25,25-34,Female,Gauteng,Desktop,2024-03-13
L01896,43,35-44,Female,Western Cape,Desktop,2025-12-21
L01897,35,35-44,Female,Gauteng,Mobile,2025-08-30
L01898,27,25-34,Male,Western Cape,Desktop,2025-05-03
L01899,25,25-34,Male,Western Cape,Desktop,2024-01-14
L01900,39,35-44,Male,Gauteng,Mobile,2024-07-08
L01901,18,18-24,Female,Eastern Cape,Mobile,2025-11-17
L01902,33,25-34,Male,KwaZulu-Natal,Desktop,2025-05-06
L01903,22,18-24,Male,Gauteng,Desktop,2025-05-20
L01904,20,18-24,Female,Gauteng,Mobile,2025-08-12
L01905,22,18-24,Female,Gauteng,Mobile,2024-12-30
L01906,21,18-24,Non-binary,Gauteng,Mobile,2025-05-21
L01907,29,25-34,Male,KwaZulu-Natal,Desktop,2024-08-20
L01908,34,25-34,Male,Limpopo,Desktop,2025-06-24
L01909,26,25-34,Male,Gauteng,Desktop,2025-11-07
L01910,36,35-44,Female,Gauteng,Tablet,2025-03-30
L01911,23,18-24,Male,Free State,Desktop,2025-09-28
L01912,21,18-24,Female,Gauteng,Tablet,2024-04-28
L01913,26,25-34,Male,Gauteng,Tablet,2024-02-26
L01914,33,25-34,Female,Free State,Desktop,2024-01-17
L01915,27,25-34,Female,Western Cape,Desktop,2024-03-05
L01916,27,25-34,Male,Gauteng,Mobile,2024-07-03
L01917,34,25-34,Female,Eastern Cape,Mobile,2024-12-01
L01918,25,25-34,Female,Eastern Cape,Desktop,2024-10-26
L01919,23,18-24,Male,Limpopo,Desktop,2025-10-08
L01920,36,35-44,Female,KwaZulu-Natal,Mobile,2024-08-02
L01921,35,35-44,Male,Eastern Cape,Mobile,2025-05-09
L01922,24,18-24,Male,Mpumalanga,Mobile,2025-09-10
L01923,33,25-34,Male,Gauteng,Mobile,2024-07-29
L01924,24,18-24,Male,KwaZulu-Natal,Mobile,2025-09-18
L01925,20,18-24,Male,Gauteng,Mobile,2024-03-10
L01926,19,18-24,Female,Western Cape,Mobile,2025-04-20
L01927,30,25-34,Male,Gauteng,Desktop,2024-12-13
L01928,33,25-34,Female,KwaZulu-Natal,Desktop,2025-04-13
L01929,37,35-44,Male,KwaZulu-Natal,Desktop,2024-07-20
L01930,18,18-24,Female,Mpumalanga,Desktop,2025-06-11
L01931,31,25-34,Female,Free State,Desktop,2025-11-29
L01932,34,25-34,Female,Eastern Cape,Desktop,2025-04-19
L01933,30,25-34,Female,Mpumalanga,Mobile,2024-11-12
L01934,28,25-34,Female,Western Cape,Mobile,2024-11-05
L01935,36,35-44,Female,Eastern Cape,Tablet,2024-09-26
